City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,manggar,-2.8833,108.2667,81.7,82,100,1.36,ID,1713979045
366,kenai,60.5544,-151.2583,40.14,75,20,0.0,US,1713979045
367,saint george's,12.0564,-61.7485,87.48,66,20,19.57,GD,1713979045
368,tofol,5.3248,163.0078,82.96,81,100,13.96,FM,1713979045
369,wadebridge,50.5173,-4.8363,56.64,66,75,11.5,GB,1713979045
370,nikolayevsk-on-amure,53.1406,140.73,47.21,86,100,4.0,RU,1713978871
371,labytnangi,66.6572,66.4183,3.38,99,47,4.45,RU,1713978928
372,zhanaozen,43.3,52.8,65.8,25,2,14.54,KZ,1713979046
373,blagodarnyy,45.0978,43.4364,64.51,55,98,8.32,RU,1713978832
374,sidi ifni,29.3797,-10.173,80.35,70,11,6.13,MA,1713979046
375,thames,-37.1333,175.5333,49.89,93,86,0.65,NZ,1713979046
376,valenca,-13.3703,-39.0731,83.07,79,48,4.12,BR,1713979046
377,petoskey,45.3733,-84.9553,39.13,40,0,11.5,US,1713978922
378,nagqu,31.5,92.0,28.98,83,92,6.78,CN,1713979046
379,pokhara,28.2333,83.9833,70.54,20,24,7.67,NP,1713979047
380,nicoya,10.1483,-85.452,97.47,33,26,8.59,CR,1713979047
381,kamphaeng phet,16.25,99.5,89.28,44,79,3.85,TH,1713979047
382,i-n-salah,27.1935,2.4607,93.4,10,0,8.72,DZ,1713979011
383,pangody,65.85,74.4859,18.07,97,94,5.06,RU,1713979047
384,kerikeri,-35.2268,173.9474,52.92,93,100,0.92,NZ,1713979048
385,palmer,42.1584,-72.3287,62.92,45,75,4.61,US,1713978858
386,nova vicosa,-17.8919,-39.3719,81.05,78,53,7.23,BR,1713978914
387,zalegoshch',52.9008,36.8869,53.29,81,100,20.38,RU,1713979049
388,margate,51.3813,1.3862,49.3,63,83,10.0,GB,1713979050
389,owando,-0.4819,15.8999,72.99,97,100,5.61,CG,1713979050
390,burang,30.25,81.1667,28.83,74,33,6.08,CN,1713979050
391,colindres,43.3864,-3.4353,58.1,57,74,8.14,ES,1713979050
392,ulsteinvik,62.3432,5.8487,41.99,81,86,7.25,NO,1713979051
393,kavieng,-2.5744,150.7967,82.27,80,99,7.4,PG,1713979053
394,cudillero,43.5622,-6.1459,56.66,70,20,5.75,ES,1713978790
395,vorgashor,67.5833,63.95,4.8,98,12,4.03,RU,1713979055
396,bom jesus da lapa,-13.255,-43.4181,96.01,31,12,4.16,BR,1713979056
397,hasaki,35.7333,140.8333,61.29,97,100,17.81,JP,1713979058
398,taiynsha,53.8478,69.7639,36.84,38,32,14.85,KZ,1713979058
399,goz beida,13.95,20.55,97.77,10,5,4.81,TD,1713979060
400,chekmagush,55.1319,54.6556,55.54,88,100,5.99,RU,1713979061
401,honolulu,21.3069,-157.8583,73.31,81,75,15.99,US,1713978822
402,tongouson,5.0214,120.1328,82.89,82,74,9.8,PH,1713979063
403,kingston,17.997,-76.7936,89.17,66,20,11.5,JM,1713978835
404,fort st. john,56.2499,-120.8529,46.29,36,75,17.27,CA,1713979063
405,ola,59.5833,151.2833,32.14,97,100,4.68,RU,1713978888
406,tarauaca,-8.1614,-70.7656,86.43,66,96,4.16,BR,1713978978
407,yuzhno-kurilsk,44.0306,145.8556,42.37,82,100,15.82,RU,1713979064
408,kayangel,8.0823,134.7173,83.71,79,97,18.41,PW,1713979065
409,caluula,11.9661,50.7569,85.51,72,29,12.95,SO,1713979065
410,taperoa,-7.2075,-36.8267,90.81,38,62,10.92,BR,1713979065
411,lethem,3.3803,-59.7968,90.75,52,97,7.49,GY,1713979067
412,banjar,-8.19,114.9675,80.02,92,100,2.26,ID,1713979067
413,pulandian,39.3953,121.9669,52.03,80,0,5.93,CN,1713979067
414,sumenep,-7.0167,113.8667,79.02,88,100,5.64,ID,1713979068
415,ormara,25.2088,64.6357,79.07,84,43,12.84,PK,1713979069
416,novyye burasy,52.1324,46.0714,56.66,55,100,5.28,RU,1713979069
417,kamaishi,39.2667,141.8833,52.59,99,100,6.11,JP,1713979069
418,escanaba,45.7453,-87.0646,43.0,35,0,10.36,US,1713979069
419,usogorsk,63.4106,48.6872,32.67,96,100,8.08,RU,1713979069
420,weno,7.4515,151.8468,83.25,82,92,18.28,FM,1713979073
421,kruisfontein,-34.0033,24.7314,63.88,96,4,7.76,ZA,1713979073
422,buala,-8.145,159.5921,81.81,84,75,3.65,SB,1713979074
423,meadow lake,34.8014,-106.5436,74.07,28,1,5.84,US,1713979074
424,sarupathar,26.1984,93.8094,77.74,48,37,2.3,IN,1713979074
425,knyaze-volkonskoye,48.4642,135.4567,55.99,54,100,5.99,RU,1713979074
426,grand gaube,-20.0064,57.6608,79.38,85,84,3.0,MU,1713979074
427,ak'ordat,15.5486,37.8867,98.69,17,61,13.85,ER,1713979076
428,namsos,64.4662,11.4957,41.05,65,40,5.75,NO,1713979077
429,guararapes,-21.2608,-50.6428,87.93,40,28,6.31,BR,1713978860
430,howrah,22.5892,88.3103,91.4,55,20,8.05,IN,1713979078
431,la mira,18.035,-102.3266,87.48,31,5,8.68,MX,1713979078
432,san juan de miraflores,-12.1629,-76.9635,70.32,83,92,7.49,PE,1713979078
433,goure,13.9835,10.2704,104.23,8,7,5.97,NE,1713979078
434,altay,47.8667,88.1167,36.45,57,82,7.11,CN,1713979078
435,valparaiso,-33.0393,-71.6273,75.15,62,20,4.61,CL,1713978918
436,oodweyne,9.4092,45.064,80.11,56,70,6.73,SO,1713979080
437,kupang,-10.1667,123.5833,81.18,94,3,9.22,ID,1713979080
438,cape canaveral,28.4058,-80.6048,80.67,51,40,12.66,US,1713978923
439,dexter,36.7959,-89.9579,71.33,45,41,10.45,US,1713978984
440,aljezur,37.3191,-8.8033,63.68,59,99,11.25,PT,1713979080
441,carauari,-4.8828,-66.8958,75.83,95,100,3.47,BR,1713979080
442,colonia menno,-22.3667,-59.8167,95.85,43,34,11.21,PY,1713979081
443,arkhangel'sk,64.5401,40.5433,34.12,100,100,4.47,RU,1713978860
444,floro,61.5996,5.0328,39.27,70,75,5.75,NO,1713979083
445,sturgeon bay,44.8342,-87.377,39.16,46,3,11.5,US,1713978897
446,markovo,57.3206,107.0881,31.59,96,100,5.97,RU,1713979086
447,waddan,29.1614,16.139,80.44,19,54,5.32,LY,1713979087
448,monticello,45.3055,-93.7941,54.05,46,0,5.75,US,1713979057
449,kolyvan',55.3053,82.7391,31.62,81,67,6.15,RU,1713978789
450,carutapera,-1.195,-46.02,85.73,67,80,5.66,BR,1713979089
451,antofagasta,-23.65,-70.4,66.83,79,100,9.4,CL,1713978968
452,luganville,-15.5333,167.1667,78.39,90,12,3.98,VU,1713979089
453,xining,36.6167,101.7667,50.45,48,77,0.6,CN,1713979089
454,pisco,-13.7,-76.2167,74.01,73,0,6.91,PE,1713979089
455,vodnyy,63.5046,53.4095,30.42,93,100,11.36,RU,1713979089
456,nantucket,41.2835,-70.0995,56.08,70,75,17.27,US,1713978796
457,sur,22.5667,59.5289,81.16,69,5,4.45,OM,1713979090
458,andergrove,-21.0833,149.1833,69.44,86,4,8.08,AU,1713979090
459,nadym,65.5333,72.5167,13.96,96,88,6.53,RU,1713979090
460,leamington,42.0549,-82.6062,43.88,49,88,15.01,CA,1713979091
461,sabha,27.0377,14.4283,85.95,18,69,8.03,LY,1713979091
462,dinahican,14.7167,121.7167,82.38,83,61,7.63,PH,1713979091
463,pendleton,45.6721,-118.7886,64.0,41,0,17.27,US,1713979093
464,porto novo,6.4965,2.6036,87.62,68,28,8.25,BJ,1713979093
465,ambon,-3.6954,128.1814,79.88,95,40,4.61,ID,1713979096
466,strezhevoy,60.7333,77.5889,18.97,93,46,5.01,RU,1713978923
467,saint croix,17.7397,-64.7388,83.95,74,23,7.0,VI,1713978898
468,muroto-misakicho,33.2833,134.15,66.16,92,68,6.85,JP,1713979098
469,union de reyes,22.7953,-81.5375,84.38,41,42,11.59,CU,1713979098
470,bodaybo,57.8506,114.1933,31.3,98,100,2.89,RU,1713979100
471,salistea de sus,47.65,24.35,47.26,92,62,1.79,RO,1713979101
472,tchollire,8.4022,14.1698,99.82,20,96,1.3,CM,1713979101
473,tamandare,-8.7597,-35.1047,85.93,63,43,8.32,BR,1713979101
474,dunedin,-45.8742,170.5036,59.81,48,100,4.0,NZ,1713979101
475,kone,-21.0595,164.8658,70.09,96,100,1.83,NC,1713979101
476,moama,-36.1167,144.7833,47.98,78,0,7.74,AU,1713979101
477,oranjemund,-28.55,16.4333,57.16,94,72,12.46,NA,1713979101
478,kamloops,50.6665,-120.3192,61.79,39,75,8.05,CA,1713978932
479,naraina,26.7833,75.2,86.45,15,17,7.72,IN,1713979102
480,lensk,60.7253,114.9278,27.3,93,100,7.31,RU,1713979102
481,linqiong,30.4159,103.4609,64.22,83,100,1.63,CN,1713979102
482,newcastle,-32.9272,151.7765,67.71,74,100,11.5,AU,1713979102
483,diyadin,39.5406,43.6713,54.14,48,70,3.29,TR,1713979102
484,tidjikja,18.5564,-11.4271,103.01,11,2,14.34,MR,1713979103
485,laojunmiao,39.8333,97.7333,51.71,25,8,2.33,CN,1713979103
486,phan thiet,10.9333,108.1,80.42,83,27,3.02,VN,1713979103
487,mariakani,-3.8633,39.4736,78.89,85,95,8.66,KE,1713979103
488,baltinava,56.95,27.65,43.57,84,100,13.89,LV,1713979103
489,trincomalee,8.5711,81.2335,83.53,79,73,9.91,LK,1713979103
490,luderitz,-26.6481,15.1594,63.59,75,7,14.63,NA,1713979103
491,taltal,-25.4,-70.4833,68.4,74,64,8.5,CL,1713979104
492,baotou,40.6522,109.8222,62.31,18,1,5.93,CN,1713979104
493,svetlograd,45.3353,42.8547,65.07,56,98,8.86,RU,1713979104
494,new martinsville,39.6445,-80.8576,60.69,67,100,7.0,US,1713978835
495,mizdah,31.4451,12.9801,66.79,43,56,27.29,LY,1713979104
496,garbahaarrey,3.3289,42.2209,89.19,54,100,7.56,SO,1713979104
497,levuka,50.1834,-105.4011,67.71,20,40,18.41,CA,1713979104
498,bijie,27.3125,105.2942,53.53,98,100,3.65,CN,1713979105
499,linxia chengguanzhen,35.6003,103.2064,52.32,38,65,1.48,CN,1713979105
500,nabisar,25.0685,69.6419,86.0,44,17,13.31,PK,1713979105
501,camilla,31.2313,-84.2105,75.31,43,2,5.97,US,1713978859
502,truth or consequences,33.1284,-107.2528,74.91,19,0,4.61,US,1713978900
503,berezovyy,51.6667,135.7,46.65,79,48,4.63,RU,1713979105
504,gavrilov-yam,57.3018,39.8533,47.95,58,72,4.5,RU,1713978922
505,mahina,-17.5065,-149.489,82.17,74,20,3.44,PF,1713979106
506,peniche,39.3558,-9.3811,68.07,73,98,17.09,PT,1713979106
507,vorkuta,67.5,64.0,5.11,98,13,3.0,RU,1713979106
508,puerto santa,-8.9906,-78.6456,71.82,83,79,9.89,PE,1713979106
509,solnechnyy,50.7214,136.6319,50.04,72,71,4.47,RU,1713979106
510,manakara,-22.1333,48.0167,75.07,90,13,5.44,MG,1713979106
511,sodra sandby,56.5667,16.6167,44.89,67,19,5.12,SE,1713979106
512,hadibu,12.65,54.0333,83.71,70,16,2.33,YE,1713979107
513,mlalo,-4.9333,38.9333,75.76,92,69,8.05,TZ,1713979107
514,wagini,12.6878,7.1958,104.97,14,69,8.86,NG,1713979107
515,n'zeto,-7.2312,12.8666,78.57,87,100,3.62,AO,1713979107
516,avon park,27.5959,-81.5062,80.04,49,0,4.68,US,1713979107
517,funafuti,-8.5243,179.1942,84.2,89,75,5.75,TV,1713979107
518,bubaque,11.2833,-15.8333,78.85,67,64,18.14,GW,1713979103
519,boryeong,36.3493,126.5977,53.56,93,3,1.86,KR,1713979108
520,simpang,-1.2667,104.0833,76.17,97,99,1.66,ID,1713979108
521,mehdia daira de meghila,35.4306,1.7571,61.65,28,0,17.47,DZ,1713979108
522,omdurman,15.6445,32.4777,100.02,8,0,6.46,SD,1713979108
523,pikeville,37.4793,-82.5188,71.13,49,40,5.75,US,1713979106
524,klaksvik,62.2266,-6.589,40.12,75,44,17.69,FO,1713979108
525,murray bridge,-35.1167,139.2667,50.34,76,34,5.39,AU,1713979109
526,thinadhoo,0.5333,72.9333,85.17,75,100,13.4,MV,1713979109
527,askoy,60.4092,5.226,43.09,56,75,12.66,NO,1713979109
528,voru,57.8339,27.0194,43.03,74,100,8.9,EE,1713979112
529,ust-nera,64.5667,143.2,28.4,98,99,5.32,RU,1713979112
530,qarauyl,48.9451,79.255,39.18,45,100,14.32,KZ,1713979114
531,aykhal,66.0,111.5,4.41,100,92,7.67,RU,1713979114
532,kavak,41.0783,36.0425,71.42,31,100,5.86,TR,1713979116
533,cockburn town,21.4612,-71.1419,78.26,70,2,13.33,TC,1713979119
534,morehead city,34.7229,-76.726,75.25,67,0,21.85,US,1713978971
535,saint-philippe,-21.3585,55.7679,76.59,83,37,8.12,RE,1713979119
536,veraval,20.9,70.3667,80.13,76,0,12.44,IN,1713979119
537,katsuren-haebaru,26.3369,127.8719,68.4,93,100,2.3,JP,1713979119
538,maha sarakham,16.3333,103.6667,96.91,31,61,6.02,TH,1713979120
539,athol,42.5959,-72.2268,60.58,48,0,12.66,US,1713979120
540,reggane,26.7158,0.1714,97.32,8,5,2.53,DZ,1713979120
541,ekibastuz,51.6667,75.3667,35.91,35,14,15.79,KZ,1713979120
542,waslala,13.2333,-85.3833,90.23,45,36,7.31,NI,1713979120
543,ponta delgada,37.7333,-25.6667,65.19,67,75,14.97,PT,1713979120
544,merritt,50.1123,-120.7942,53.33,44,98,5.99,CA,1713979120
545,lugazi,0.3772,32.9197,66.06,94,100,2.57,UG,1713979122
546,egilsstadir,65.2653,-14.3948,42.71,81,20,12.66,IS,1713979122
547,igarka,67.4667,86.5833,15.03,96,34,7.0,RU,1713979122
548,casper,42.8666,-106.3131,64.72,39,100,13.8,US,1713979123
549,salalah,17.0151,54.0924,84.29,79,0,5.75,OM,1713979124
550,brandon,27.9378,-82.2859,82.72,54,0,6.91,US,1713978969
551,izhmorskiy,56.194,86.6414,27.55,97,100,6.22,RU,1713979063
552,kievka,50.2619,71.5514,46.2,41,91,18.88,KZ,1713979126
553,yangshuo,24.7808,110.4897,71.42,96,91,1.43,CN,1713979126
554,kayyerkan,69.3786,87.7439,11.55,99,87,3.71,RU,1713979126
555,matane,48.8286,-67.522,34.95,99,100,7.47,CA,1713979126
556,usta muhammad,28.1794,68.0445,91.26,12,65,7.2,PK,1713979127
557,timashevsk,45.6169,38.9453,75.99,50,99,13.58,RU,1713979127
558,fengkou,30.0833,113.2667,69.91,78,100,2.82,CN,1713979129
559,sao jose da coroa grande,-8.8978,-35.1478,85.5,65,48,8.12,BR,1713979130
560,ubinskoye,55.3068,79.6802,27.82,77,52,6.91,RU,1713979130
561,saint-joseph,-21.3667,55.6167,75.58,83,21,7.18,RE,1713979130
562,aginskoye,51.1,114.53,33.01,58,14,18.23,RU,1713979130
563,solleftea,63.1667,17.2667,37.26,98,100,1.77,SE,1713979131
564,ephrata,40.1798,-76.1788,68.02,62,20,12.66,US,1713979006
565,navapolatsk,55.5363,28.6424,45.32,95,100,13.58,BY,1713979131
566,magong,23.5654,119.5863,73.11,99,100,13.35,TW,1713979132
567,belmonte,-15.8631,-38.8828,81.57,83,75,6.22,BR,1713979133
568,nishinoomote,30.7333,131.0,64.42,71,100,22.06,JP,1713979133
569,mitu,1.1983,-70.1733,83.75,68,99,2.17,CO,1713978978
570,purulha,15.2667,-90.2,71.76,31,1,5.88,GT,1713979134
571,agat village,13.3886,144.6585,80.71,87,20,11.5,GU,1713979135
572,boende,-0.2167,20.8667,81.16,70,100,4.32,CD,1713979135
573,abbeville,50.1,1.8333,49.24,77,100,11.1,FR,1713978932
574,prineville,44.2999,-120.8345,60.03,48,0,9.22,US,1713979136
575,ammon,43.4696,-111.9666,63.99,39,0,4.0,US,1713979140
576,langepas,61.2544,75.2124,13.33,95,23,5.77,RU,1713979140
577,yacuiba,-22.038,-63.6797,72.37,88,100,4.61,BO,1713979141
578,freetown,8.484,-13.2299,83.91,70,40,9.22,SL,1713979141
579,gorele,41.0308,39.0031,73.69,48,100,8.57,TR,1713979141
580,puerto maldonado,-12.6,-69.1833,91.8,66,40,2.3,PE,1713979143
581,jayapura,-2.5333,140.7,78.19,90,80,4.65,ID,1713979143
582,al jawf,29.5,38.75,82.99,14,0,0.56,SA,1713979144
583,yuxi,24.355,102.5422,64.65,48,3,3.74,CN,1713979146
